level,logical_room,physical_background,tile_x,tile_y,pixel_x,pixel_y,tile_id,literal_marker_text,category,behaviour_runtime,confidence
3,21,20,14,2,$100,$038,$258,,animated_mechanism,$014F08,Proven
3,21,20,17,2,$130,$038,$258,,animated_mechanism,$014F08,Proven
3,21,20,0,8,$020,$098,$258,,animated_mechanism,$014F08,Proven
3,21,20,6,8,$080,$098,$258,,animated_mechanism,$014F08,Proven
3,21,20,13,8,$0F0,$098,$258,,animated_mechanism,$014F08,Proven
3,22,21,4,2,$060,$038,$258,,animated_mechanism,$014F08,Proven
3,22,21,0,8,$020,$098,$258,,animated_mechanism,$014F08,Proven
4,11,11,4,10,$060,$0B8,$258,,animated_mechanism,$014F08,Proven
4,19,19,10,3,$0C0,$048,$258,,animated_mechanism,$014F08,Proven
4,19,19,9,4,$0B0,$058,$258,,animated_mechanism,$014F08,Proven
4,19,19,10,4,$0C0,$058,$258,,animated_mechanism,$014F08,Proven
4,47,47,7,8,$090,$098,$258,,animated_mechanism,$014F08,Proven
4,47,47,11,8,$0D0,$098,$258,,animated_mechanism,$014F08,Proven
4,47,47,6,9,$080,$0A8,$258,,animated_mechanism,$014F08,Proven
4,47,47,8,9,$0A0,$0A8,$258,,animated_mechanism,$014F08,Proven
4,47,47,12,9,$0E0,$0A8,$258,,animated_mechanism,$014F08,Proven
4,47,47,9,10,$0B0,$0B8,$258,,animated_mechanism,$014F08,Proven
4,47,47,13,10,$0F0,$0B8,$258,,animated_mechanism,$014F08,Proven
4,51,51,3,10,$050,$0B8,$258,,animated_mechanism,$014F08,Proven
4,51,51,7,10,$090,$0B8,$258,,animated_mechanism,$014F08,Proven
4,51,51,11,10,$0D0,$0B8,$258,,animated_mechanism,$014F08,Proven
4,51,51,15,10,$110,$0B8,$258,,animated_mechanism,$014F08,Proven
4,55,55,14,10,$100,$0B8,$258,,animated_mechanism,$014F08,Proven
4,55,55,18,10,$140,$0B8,$258,,animated_mechanism,$014F08,Proven
4,63,63,14,0,$100,$018,$258,,animated_mechanism,$014F08,Proven
4,63,63,18,0,$140,$018,$258,,animated_mechanism,$014F08,Proven
4,69,69,15,10,$110,$0B8,$258,,animated_mechanism,$014F08,Proven
4,73,73,6,0,$080,$018,$258,,animated_mechanism,$014F08,Proven
4,77,77,16,0,$120,$018,$258,,animated_mechanism,$014F08,Proven
4,77,77,9,6,$0B0,$078,$258,,animated_mechanism,$014F08,Proven
4,77,77,9,7,$0B0,$088,$258,,animated_mechanism,$014F08,Proven
4,77,77,10,7,$0C0,$088,$258,,animated_mechanism,$014F08,Proven
4,77,77,8,8,$0A0,$098,$258,,animated_mechanism,$014F08,Proven
4,77,77,10,8,$0C0,$098,$258,,animated_mechanism,$014F08,Proven
4,77,77,9,9,$0B0,$0A8,$258,,animated_mechanism,$014F08,Proven
4,77,77,6,10,$080,$0B8,$258,,animated_mechanism,$014F08,Proven
3,20,19,18,2,$140,$038,$259,,animated_mechanism,$014F08,Proven
3,21,20,8,2,$0A0,$038,$259,,animated_mechanism,$014F08,Proven
3,21,20,18,2,$140,$038,$259,,animated_mechanism,$014F08,Proven
3,21,20,1,8,$030,$098,$259,,animated_mechanism,$014F08,Proven
3,21,20,7,8,$090,$098,$259,,animated_mechanism,$014F08,Proven
3,21,20,11,8,$0D0,$098,$259,,animated_mechanism,$014F08,Proven
3,21,20,15,8,$110,$098,$259,,animated_mechanism,$014F08,Proven
3,21,20,17,8,$130,$098,$259,,animated_mechanism,$014F08,Proven
3,22,21,1,2,$030,$038,$259,,animated_mechanism,$014F08,Proven
3,22,21,1,8,$030,$098,$259,,animated_mechanism,$014F08,Proven
4,11,11,5,10,$070,$0B8,$259,,animated_mechanism,$014F08,Proven
4,19,19,12,3,$0E0,$048,$259,,animated_mechanism,$014F08,Proven
4,19,19,14,3,$100,$048,$259,,animated_mechanism,$014F08,Proven
4,19,19,12,4,$0E0,$058,$259,,animated_mechanism,$014F08,Proven
4,19,19,15,4,$110,$058,$259,,animated_mechanism,$014F08,Proven
4,47,47,8,8,$0A0,$098,$259,,animated_mechanism,$014F08,Proven
4,47,47,12,8,$0E0,$098,$259,,animated_mechanism,$014F08,Proven
4,47,47,9,9,$0B0,$0A8,$259,,animated_mechanism,$014F08,Proven
4,47,47,13,9,$0F0,$0A8,$259,,animated_mechanism,$014F08,Proven
4,47,47,10,10,$0C0,$0B8,$259,,animated_mechanism,$014F08,Proven
4,47,47,14,10,$100,$0B8,$259,,animated_mechanism,$014F08,Proven
4,51,51,4,10,$060,$0B8,$259,,animated_mechanism,$014F08,Proven
4,51,51,8,10,$0A0,$0B8,$259,,animated_mechanism,$014F08,Proven
4,51,51,12,10,$0E0,$0B8,$259,,animated_mechanism,$014F08,Proven
4,51,51,16,10,$120,$0B8,$259,,animated_mechanism,$014F08,Proven
4,55,55,15,10,$110,$0B8,$259,,animated_mechanism,$014F08,Proven
4,63,63,15,0,$110,$018,$259,,animated_mechanism,$014F08,Proven
4,69,69,16,10,$120,$0B8,$259,,animated_mechanism,$014F08,Proven
4,73,73,7,0,$090,$018,$259,,animated_mechanism,$014F08,Proven
4,73,73,6,1,$080,$028,$259,,animated_mechanism,$014F08,Proven
4,77,77,6,6,$080,$078,$259,,animated_mechanism,$014F08,Proven
4,77,77,10,6,$0C0,$078,$259,,animated_mechanism,$014F08,Proven
4,77,77,6,7,$080,$088,$259,,animated_mechanism,$014F08,Proven
4,77,77,11,7,$0D0,$088,$259,,animated_mechanism,$014F08,Proven
4,77,77,11,8,$0D0,$098,$259,,animated_mechanism,$014F08,Proven
4,77,77,6,9,$080,$0A8,$259,,animated_mechanism,$014F08,Proven
4,77,77,10,9,$0C0,$0A8,$259,,animated_mechanism,$014F08,Proven
4,77,77,7,10,$090,$0B8,$259,,animated_mechanism,$014F08,Proven
4,77,77,11,10,$0D0,$0B8,$259,,animated_mechanism,$014F08,Proven
3,20,19,17,2,$130,$038,$25A,,animated_mechanism,$014F08,Proven
3,20,19,19,2,$150,$038,$25A,,animated_mechanism,$014F08,Proven
3,21,20,2,2,$040,$038,$25A,,animated_mechanism,$014F08,Proven
3,21,20,6,2,$080,$038,$25A,,animated_mechanism,$014F08,Proven
3,21,20,13,2,$0F0,$038,$25A,,animated_mechanism,$014F08,Proven
3,21,20,16,2,$120,$038,$25A,,animated_mechanism,$014F08,Proven
3,21,20,19,2,$150,$038,$25A,,animated_mechanism,$014F08,Proven
3,21,20,2,8,$040,$098,$25A,,animated_mechanism,$014F08,Proven
3,21,20,8,8,$0A0,$098,$25A,,animated_mechanism,$014F08,Proven
3,21,20,10,8,$0C0,$098,$25A,,animated_mechanism,$014F08,Proven
3,21,20,12,8,$0E0,$098,$25A,,animated_mechanism,$014F08,Proven
3,21,20,18,8,$140,$098,$25A,,animated_mechanism,$014F08,Proven
3,22,21,2,2,$040,$038,$25A,,animated_mechanism,$014F08,Proven
3,22,21,2,8,$040,$098,$25A,,animated_mechanism,$014F08,Proven
4,11,11,6,10,$080,$0B8,$25A,,animated_mechanism,$014F08,Proven
4,19,19,9,3,$0B0,$048,$25A,,animated_mechanism,$014F08,Proven
4,19,19,13,3,$0F0,$048,$25A,,animated_mechanism,$014F08,Proven
4,19,19,15,3,$110,$048,$25A,,animated_mechanism,$014F08,Proven
4,19,19,11,4,$0D0,$058,$25A,,animated_mechanism,$014F08,Proven
4,19,19,16,4,$120,$058,$25A,,animated_mechanism,$014F08,Proven
4,47,47,9,8,$0B0,$098,$25A,,animated_mechanism,$014F08,Proven
4,47,47,13,8,$0F0,$098,$25A,,animated_mechanism,$014F08,Proven
4,47,47,10,9,$0C0,$0A8,$25A,,animated_mechanism,$014F08,Proven
4,47,47,14,9,$100,$0A8,$25A,,animated_mechanism,$014F08,Proven
4,47,47,7,10,$090,$0B8,$25A,,animated_mechanism,$014F08,Proven
4,47,47,11,10,$0D0,$0B8,$25A,,animated_mechanism,$014F08,Proven
4,51,51,5,10,$070,$0B8,$25A,,animated_mechanism,$014F08,Proven
4,51,51,9,10,$0B0,$0B8,$25A,,animated_mechanism,$014F08,Proven
4,51,51,13,10,$0F0,$0B8,$25A,,animated_mechanism,$014F08,Proven
4,51,51,17,10,$130,$0B8,$25A,,animated_mechanism,$014F08,Proven
4,55,55,16,10,$120,$0B8,$25A,,animated_mechanism,$014F08,Proven
4,63,63,16,0,$120,$018,$25A,,animated_mechanism,$014F08,Proven
4,73,73,7,1,$090,$028,$25A,,animated_mechanism,$014F08,Proven
4,77,77,14,0,$100,$018,$25A,,animated_mechanism,$014F08,Proven
4,77,77,7,6,$090,$078,$25A,,animated_mechanism,$014F08,Proven
4,77,77,11,6,$0D0,$078,$25A,,animated_mechanism,$014F08,Proven
4,77,77,7,7,$090,$088,$25A,,animated_mechanism,$014F08,Proven
4,77,77,12,7,$0E0,$088,$25A,,animated_mechanism,$014F08,Proven
4,77,77,6,8,$080,$098,$25A,,animated_mechanism,$014F08,Proven
4,77,77,12,8,$0E0,$098,$25A,,animated_mechanism,$014F08,Proven
4,77,77,7,9,$090,$0A8,$25A,,animated_mechanism,$014F08,Proven
4,77,77,11,9,$0D0,$0A8,$25A,,animated_mechanism,$014F08,Proven
4,77,77,8,10,$0A0,$0B8,$25A,,animated_mechanism,$014F08,Proven
4,77,77,10,10,$0C0,$0B8,$25A,,animated_mechanism,$014F08,Proven
2,4,13,17,5,$130,$068,$25B,,animated_mechanism,$014F3C,Proven
2,16,7,2,4,$040,$058,$25B,,animated_mechanism,$014F3C,Proven
3,11,17,16,5,$120,$068,$25B,,animated_mechanism,$014F3C,Proven
3,21,20,9,3,$0B0,$048,$25B,,animated_mechanism,$014F3C,Proven
4,3,3,19,1,$150,$028,$25B,,animated_mechanism,$014F3C,Proven
4,31,31,1,2,$030,$038,$25B,,animated_mechanism,$014F3C,Proven
4,31,31,2,4,$040,$058,$25B,,animated_mechanism,$014F3C,Proven
4,63,63,5,6,$070,$078,$25B,,animated_mechanism,$014F3C,Proven
4,71,71,0,7,$020,$088,$25B,,animated_mechanism,$014F3C,Proven
2,4,13,17,4,$130,$058,$25C,,animated_mechanism,$014F3C,Proven
2,16,7,2,6,$040,$078,$25C,,animated_mechanism,$014F3C,Proven
2,25,21,7,5,$090,$068,$25C,,animated_mechanism,$014F3C,Proven
2,25,21,6,6,$080,$078,$25C,,animated_mechanism,$014F3C,Proven
3,21,20,4,5,$060,$068,$25C,,animated_mechanism,$014F3C,Proven
3,21,20,9,7,$0B0,$088,$25C,,animated_mechanism,$014F3C,Proven
4,3,3,19,2,$150,$038,$25C,,animated_mechanism,$014F3C,Proven
4,12,12,12,2,$0E0,$038,$25C,,animated_mechanism,$014F3C,Proven
4,31,31,2,2,$040,$038,$25C,,animated_mechanism,$014F3C,Proven
4,31,31,1,3,$030,$048,$25C,,animated_mechanism,$014F3C,Proven
4,31,31,2,5,$040,$068,$25C,,animated_mechanism,$014F3C,Proven
4,63,63,5,7,$070,$088,$25C,,animated_mechanism,$014F3C,Proven
4,71,71,0,8,$020,$098,$25C,,animated_mechanism,$014F3C,Proven
2,25,21,6,5,$080,$068,$25D,,animated_mechanism,$014F3C,Proven
2,25,21,7,6,$090,$078,$25D,,animated_mechanism,$014F3C,Proven
3,21,20,4,3,$060,$048,$25D,,animated_mechanism,$014F3C,Proven
3,21,20,4,6,$060,$078,$25D,,animated_mechanism,$014F3C,Proven
3,21,20,9,6,$0B0,$078,$25D,,animated_mechanism,$014F3C,Proven
4,3,3,19,3,$150,$048,$25D,,animated_mechanism,$014F3C,Proven
4,12,12,12,3,$0E0,$048,$25D,,animated_mechanism,$014F3C,Proven
4,31,31,2,3,$040,$048,$25D,,animated_mechanism,$014F3C,Proven
4,31,31,1,4,$030,$058,$25D,,animated_mechanism,$014F3C,Proven
4,31,31,1,5,$030,$068,$25D,,animated_mechanism,$014F3C,Proven
4,31,31,2,7,$040,$088,$25D,,animated_mechanism,$014F3C,Proven
2,16,7,2,5,$040,$068,$25E,,animated_mechanism,$014F3C,Proven
3,11,17,16,6,$120,$078,$25E,,animated_mechanism,$014F3C,Proven
3,21,20,4,4,$060,$058,$25E,,animated_mechanism,$014F3C,Proven
3,21,20,9,4,$0B0,$058,$25E,,animated_mechanism,$014F3C,Proven
3,21,20,9,5,$0B0,$068,$25E,,animated_mechanism,$014F3C,Proven
3,21,20,4,7,$060,$088,$25E,,animated_mechanism,$014F3C,Proven
4,12,12,12,4,$0E0,$058,$25E,,animated_mechanism,$014F3C,Proven
4,31,31,1,6,$030,$078,$25E,,animated_mechanism,$014F3C,Proven
4,31,31,2,6,$040,$078,$25E,,animated_mechanism,$014F3C,Proven
4,31,31,1,7,$030,$088,$25E,,animated_mechanism,$014F3C,Proven
3,20,19,14,2,$100,$038,$25F,,animated_mechanism,$01500C,Proven
3,20,19,18,8,$140,$098,$25F,,animated_mechanism,$01500C,Proven
4,11,11,3,10,$050,$0B8,$25F,,animated_mechanism,$01500C,Proven
4,19,19,8,3,$0A0,$048,$25F,,animated_mechanism,$01500C,Proven
4,47,47,5,9,$070,$0A8,$25F,,animated_mechanism,$01500C,Proven
4,55,55,12,10,$0E0,$0B8,$25F,,animated_mechanism,$01500C,Proven
4,63,63,12,0,$0E0,$018,$25F,,animated_mechanism,$01500C,Proven
4,69,69,13,10,$0F0,$0B8,$25F,,animated_mechanism,$01500C,Proven
4,73,73,5,0,$070,$018,$25F,,animated_mechanism,$01500C,Proven
4,73,73,5,1,$070,$028,$25F,,animated_mechanism,$01500C,Proven
4,77,77,13,0,$0F0,$018,$25F,,animated_mechanism,$01500C,Proven
4,77,77,5,6,$070,$078,$25F,,animated_mechanism,$01500C,Proven
4,77,77,5,7,$070,$088,$25F,,animated_mechanism,$01500C,Proven
4,77,77,5,8,$070,$098,$25F,,animated_mechanism,$01500C,Proven
4,77,77,5,9,$070,$0A8,$25F,,animated_mechanism,$01500C,Proven
4,77,77,5,10,$070,$0B8,$25F,,animated_mechanism,$01500C,Proven
4,47,47,5,10,$070,$0B8,$260,,animated_mechanism,$01500C,Proven
4,51,51,1,10,$030,$0B8,$260,,animated_mechanism,$01500C,Proven
4,19,19,8,4,$0A0,$058,$262,,animated_mechanism,$01500C,Proven
4,47,47,5,8,$070,$098,$262,,animated_mechanism,$01500C,Proven
4,11,11,8,10,$0A0,$0B8,$263,,animated_mechanism,$014F70,Proven
4,19,19,17,3,$130,$048,$263,,animated_mechanism,$014F70,Proven
4,47,47,15,10,$110,$0B8,$263,,animated_mechanism,$014F70,Proven
4,51,51,18,10,$140,$0B8,$263,,animated_mechanism,$014F70,Proven
4,55,55,19,10,$150,$0B8,$263,,animated_mechanism,$014F70,Proven
4,63,63,19,0,$150,$018,$263,,animated_mechanism,$014F70,Proven
4,69,69,17,10,$130,$0B8,$263,,animated_mechanism,$014F70,Proven
4,73,73,8,0,$0A0,$018,$263,,animated_mechanism,$014F70,Proven
4,73,73,8,1,$0A0,$028,$263,,animated_mechanism,$014F70,Proven
4,77,77,17,0,$130,$018,$263,,animated_mechanism,$014F70,Proven
4,77,77,13,6,$0F0,$078,$263,,animated_mechanism,$014F70,Proven
4,77,77,13,7,$0F0,$088,$263,,animated_mechanism,$014F70,Proven
4,77,77,13,8,$0F0,$098,$263,,animated_mechanism,$014F70,Proven
4,77,77,13,9,$0F0,$0A8,$263,,animated_mechanism,$014F70,Proven
4,77,77,13,10,$0F0,$0B8,$263,,animated_mechanism,$014F70,Proven
4,19,19,17,4,$130,$058,$264,,animated_mechanism,$014F70,Proven
3,22,21,6,2,$080,$038,$265,,animated_mechanism,$014F70,Proven
3,22,21,4,8,$060,$098,$265,,animated_mechanism,$014F70,Proven
4,47,47,15,8,$110,$098,$265,,animated_mechanism,$014F70,Proven
3,12,16,8,3,$0A0,$048,$266,,animated_mechanism,$014F70,Proven
4,47,47,15,9,$110,$0A8,$266,,animated_mechanism,$014F70,Proven
4,3,3,19,4,$150,$058,$267,,animated_mechanism,$014FD8,Proven
4,12,12,12,5,$0E0,$068,$267,,animated_mechanism,$014FD8,Proven
4,71,71,0,9,$020,$0A8,$267,,animated_mechanism,$014FD8,Proven
4,31,31,1,8,$030,$098,$269,,animated_mechanism,$014FD8,Proven
4,31,31,2,8,$040,$098,$269,,animated_mechanism,$014FD8,Proven
2,16,7,2,7,$040,$088,$26A,,animated_mechanism,$014FD8,Proven
4,63,63,5,8,$070,$098,$26A,,animated_mechanism,$014FD8,Proven
2,16,7,2,3,$040,$048,$26B,,animated_mechanism,$014FA4,Proven
4,3,3,19,0,$150,$018,$26B,,animated_mechanism,$014FA4,Proven
4,12,12,12,1,$0E0,$028,$26B,,animated_mechanism,$014FA4,Proven
4,31,31,1,1,$030,$028,$26B,,animated_mechanism,$014FA4,Proven
4,31,31,2,1,$040,$028,$26B,,animated_mechanism,$014FA4,Proven
4,63,63,5,5,$070,$068,$26B,,animated_mechanism,$014FA4,Proven
4,71,71,0,6,$020,$078,$26B,,animated_mechanism,$014FA4,Proven
4,11,11,5,5,$070,$068,$2E2,,random_bonus_or_object_generator,$018344,High
4,15,15,16,4,$120,$058,$2E2,,random_bonus_or_object_generator,$018344,High
4,69,69,15,5,$110,$068,$2E2,,random_bonus_or_object_generator,$018344,High
1,1,7,17,5,$130,$068,$300,,active_room_controller,$016D6C,Medium
1,12,11,15,5,$110,$068,$300,,active_room_controller,$016D6C,Medium
1,16,2,12,6,$0E0,$078,$300,,active_room_controller,$016D6C,Medium
1,18,4,13,6,$0F0,$078,$300,,active_room_controller,$016D6C,Medium
2,13,15,13,5,$0F0,$068,$300,,active_room_controller,$016D6C,Medium
2,18,9,9,6,$0B0,$078,$300,,active_room_controller,$016D6C,Medium
3,0,1,9,5,$0B0,$068,$300,,active_room_controller,$016D6C,Medium
3,10,10,4,3,$060,$048,$300,,active_room_controller,$016D6C,Medium
3,20,19,15,5,$110,$068,$300,,active_room_controller,$016D6C,Medium
3,22,21,6,5,$080,$068,$300,,active_room_controller,$016D6C,Medium
3,29,29,9,5,$0B0,$068,$300,,active_room_controller,$016D6C,Medium
4,4,4,4,6,$060,$078,$300,,active_room_controller,$016D6C,Medium
4,4,4,14,6,$100,$078,$300,,active_room_controller,$016D6C,Medium
4,9,9,2,6,$040,$078,$300,,active_room_controller,$016D6C,Medium
4,12,12,3,3,$050,$048,$300,,active_room_controller,$016D6C,Medium
4,12,12,9,6,$0B0,$078,$300,,active_room_controller,$016D6C,Medium
4,22,22,4,5,$060,$068,$300,,active_room_controller,$016D6C,Medium
4,24,24,7,6,$090,$078,$300,,active_room_controller,$016D6C,Medium
4,39,39,1,3,$030,$048,$300,,active_room_controller,$016D6C,Medium
4,39,39,15,6,$110,$078,$300,,active_room_controller,$016D6C,Medium
4,40,40,11,6,$0D0,$078,$300,,active_room_controller,$016D6C,Medium
4,46,46,7,5,$090,$068,$300,,active_room_controller,$016D6C,Medium
4,46,46,16,5,$120,$068,$300,,active_room_controller,$016D6C,Medium
4,54,54,16,5,$120,$068,$300,,active_room_controller,$016D6C,Medium
4,55,55,7,4,$090,$058,$300,,active_room_controller,$016D6C,Medium
4,57,57,9,6,$0B0,$078,$300,,active_room_controller,$016D6C,Medium
4,60,60,2,6,$040,$078,$300,,active_room_controller,$016D6C,Medium
4,60,60,13,6,$0F0,$078,$300,,active_room_controller,$016D6C,Medium
4,66,66,5,6,$070,$078,$300,,active_room_controller,$016D6C,Medium
4,66,66,9,6,$0B0,$078,$300,,active_room_controller,$016D6C,Medium
4,71,71,14,6,$100,$078,$300,,active_room_controller,$016D6C,Medium
4,77,77,15,2,$110,$038,$300,,active_room_controller,$016D6C,Medium
4,78,78,3,6,$050,$078,$300,,active_room_controller,$016D6C,Medium
4,78,78,14,6,$100,$078,$300,,active_room_controller,$016D6C,Medium
1,2,8,15,4,$110,$058,$30C,,weapon_or_hazard_emitter,$016EBC,High
1,11,14,9,3,$0B0,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
2,1,4,13,2,$0F0,$038,$30C,,weapon_or_hazard_emitter,$016EBC,High
2,16,7,16,3,$120,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
2,21,16,14,4,$100,$058,$30C,,weapon_or_hazard_emitter,$016EBC,High
3,2,11,8,3,$0A0,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
3,4,13,4,2,$060,$038,$30C,,weapon_or_hazard_emitter,$016EBC,High
3,7,24,14,3,$100,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
3,8,2,9,4,$0B0,$058,$30C,,weapon_or_hazard_emitter,$016EBC,High
3,19,18,16,6,$120,$078,$30C,,weapon_or_hazard_emitter,$016EBC,High
3,22,21,8,3,$0A0,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
3,24,6,14,3,$100,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
3,29,29,8,3,$0A0,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,12,12,6,2,$080,$038,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,23,23,15,2,$110,$038,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,43,43,7,4,$090,$058,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,54,54,7,3,$090,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,57,57,14,2,$100,$038,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,60,60,4,2,$060,$038,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,60,60,16,2,$120,$038,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,63,63,8,4,$0A0,$058,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,71,71,15,2,$110,$038,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,77,77,7,2,$090,$038,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,78,78,2,3,$040,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
4,78,78,16,3,$120,$048,$30C,,weapon_or_hazard_emitter,$016EBC,High
1,1,7,4,4,$060,$058,$31C,,weapon_or_hazard_emitter,$016DDC,High
2,2,1,10,4,$0C0,$058,$31C,,weapon_or_hazard_emitter,$016DDC,High
2,18,9,16,4,$120,$058,$31C,,weapon_or_hazard_emitter,$016DDC,High
2,20,17,5,3,$070,$048,$31C,,weapon_or_hazard_emitter,$016DDC,High
3,0,1,9,4,$0B0,$058,$31C,,weapon_or_hazard_emitter,$016DDC,High
4,3,3,11,3,$0D0,$048,$31C,,weapon_or_hazard_emitter,$016DDC,High
4,6,6,9,3,$0B0,$048,$31C,,weapon_or_hazard_emitter,$016DDC,High
4,15,15,2,3,$040,$048,$31C,,weapon_or_hazard_emitter,$016DDC,High
4,21,21,5,4,$070,$058,$31C,,weapon_or_hazard_emitter,$016DDC,High
4,21,21,15,4,$110,$058,$31C,,weapon_or_hazard_emitter,$016DDC,High
4,23,23,9,3,$0B0,$048,$31C,,weapon_or_hazard_emitter,$016DDC,High
4,28,28,10,3,$0C0,$048,$31C,,weapon_or_hazard_emitter,$016DDC,High
4,37,37,7,3,$090,$048,$31C,,weapon_or_hazard_emitter,$016DDC,High
1,11,14,15,5,$110,$068,$324,,level_exit_docking_gate,$0181C6,Proven
2,24,22,6,5,$080,$068,$324,,level_exit_docking_gate,$0181C6,Proven
3,27,31,2,5,$040,$068,$324,,level_exit_docking_gate,$0181C6,Proven
4,65,65,9,5,$0B0,$068,$324,,level_exit_docking_gate,$0181C6,Proven
1,11,14,16,5,$120,$068,$325,,level_exit_docking_gate,$0181B2,Proven
2,24,22,7,5,$090,$068,$325,,level_exit_docking_gate,$0181B2,Proven
3,27,31,3,5,$050,$068,$325,,level_exit_docking_gate,$0181B2,Proven
4,65,65,10,5,$0C0,$068,$325,,level_exit_docking_gate,$0181B2,Proven
2,11,11,6,4,$080,$058,$329,,right_firing_emitter,$017AF4,High
2,27,19,5,8,$070,$098,$329,,right_firing_emitter,$017AF4,High
3,12,16,4,6,$060,$078,$329,,right_firing_emitter,$017AF4,High
3,30,28,4,6,$060,$078,$329,,right_firing_emitter,$017AF4,High
4,3,3,6,3,$080,$048,$329,,right_firing_emitter,$017AF4,High
4,13,13,4,3,$060,$048,$329,,right_firing_emitter,$017AF4,High
4,13,13,4,7,$060,$088,$329,,right_firing_emitter,$017AF4,High
4,34,34,13,7,$0F0,$088,$329,,right_firing_emitter,$017AF4,High
4,52,52,4,1,$060,$028,$329,,right_firing_emitter,$017AF4,High
4,57,57,6,7,$080,$088,$329,,right_firing_emitter,$017AF4,High
1,17,3,14,7,$100,$088,$346,,left_firing_emitter,$017A2A,High
2,19,10,12,6,$0E0,$078,$346,,left_firing_emitter,$017A2A,High
3,17,4,11,6,$0D0,$078,$346,,left_firing_emitter,$017A2A,High
3,31,27,14,6,$100,$078,$346,,left_firing_emitter,$017A2A,High
4,3,3,15,3,$110,$048,$346,,left_firing_emitter,$017A2A,High
4,13,13,13,2,$0F0,$038,$346,,left_firing_emitter,$017A2A,High
4,13,13,13,6,$0F0,$078,$346,,left_firing_emitter,$017A2A,High
4,16,16,11,4,$0D0,$058,$346,,left_firing_emitter,$017A2A,High
4,22,22,12,6,$0E0,$078,$346,,left_firing_emitter,$017A2A,High
4,26,26,15,4,$110,$058,$346,,left_firing_emitter,$017A2A,High
4,28,28,14,5,$100,$068,$346,,left_firing_emitter,$017A2A,High
4,34,34,4,7,$060,$088,$346,,left_firing_emitter,$017A2A,High
4,36,36,13,3,$0F0,$048,$346,,left_firing_emitter,$017A2A,High
4,37,37,15,3,$110,$048,$346,,left_firing_emitter,$017A2A,High
4,37,37,15,7,$110,$088,$346,,left_firing_emitter,$017A2A,High
4,40,40,15,2,$110,$038,$346,,left_firing_emitter,$017A2A,High
4,48,48,16,1,$120,$028,$346,,left_firing_emitter,$017A2A,High
4,48,48,13,3,$0F0,$048,$346,,left_firing_emitter,$017A2A,High
4,48,48,10,5,$0C0,$068,$346,,left_firing_emitter,$017A2A,High
4,48,48,7,7,$090,$088,$346,,left_firing_emitter,$017A2A,High
4,48,48,4,8,$060,$098,$346,,left_firing_emitter,$017A2A,High
